port_code,date_of_shipment,iec,hsn_code,goods_description,master_category,model_name,model_number,capacity,qty,unit_of_measure,price,unit_of_measure_1,quantity,unit,unit_price_inr,total_value_inr,unit_price_usd,total_value_usd,duty_paid_inr,year,month,unit_standardized,model_name_parsed,capacity_spec_parsed,material_type_parsed,embedded_qty_parsed,unit_price_usd_parsed,grand_total,landed_cost_per_unit,category,sub_category,duty_pct,is_duty_anomaly
INNSA1,2025-03-10,301049751,73239990,STEEL ROUND CONTAINER (6856) (QTY: 51768 PCS/USD 0.55 PER SET)STEEL ROUND CONTAINER (6856) (QTY: 51768 PCS/USD 0.55 PER SE,,,,,,,,,4314.0,KGS,592.6117640241075,2556527.15,6.749564510525143,29117.62129840547,936711.5,2025,3,KG,Unknown,,Steel,51768.0,0.55,3493238.65,809.7447032916087,Other,General,0.3663999813184069,No
INNSA1,2025-03-07,301049751,73231000,SS SCRUBBER 3PCS SET (SS410) (QTY: 120240 SET/USD 0.16 PER SET)SS SCRUBBER 3PCS SET (SS410) (QTY: 120240 SET/USD 0.16 PER S,,,,,,,,,7515.0,KGS,242.3211656686627,1821043.56,2.759922160235338,20740.81503416857,800530.8,2025,3,KG,Unknown,,General,120240.0,0.16,2621574.3600000003,348.8455568862276,Other,General,0.43960002801909914,No
INNSA1,2025-02-12,301049751,73239990,STEEL LUNCH BOX SMALL (6587) (QTY: 43560 PCS/USD 1.37 PER PCS)STEEL LUNCH BOX SMALL (6587) (QTY: 43560 PCS/USD 1.37 PER P,,,,,,,,,8839.05,KGS,614.6497700544743,5432920.05,6.953051697448803,61458.37160633483,1990621.9,2025,2,KG,Unknown,,Steel,43560.0,1.37,7423541.949999999,839.8574450874246,Other,General,0.3663999988367213,No
INNSA1,2025-02-12,301049751,73239990,STEEL ROUND CONTAINER (6856) (QTY: 62820 PCS/USD 0.55 PER PCS)STEEL ROUND CONTAINER (6856) (QTY: 62820 PCS/USD 0.55 PER P,,,,,,,,,5235.0,KGS,600.8538013371538,3145469.65,6.796988702908979,35582.23585972851,1152500.1,2025,2,KG,Unknown,,Steel,62820.0,0.55,4297969.75,821.0066380133716,Other,General,0.3664000064346512,No
INNSA1,2025-02-12,301049751,73239990,STEEL LUNCH BOX (6561) (QTY: 41580 PCS/USD 2.15 PER PCS) STEEL LUNCH BOX (6561) (QTY: 41580 PCS/USD 2.15 PER PCS),,,,,,,,,16285.5,KGS,499.7429437229437,8138563.71,5.653200720847781,92065.2003393665,2981969.7,2025,2,KG,Unknown,,Steel,41580.0,2.15,11120533.41,682.8487556415216,Other,General,0.36639999467424456,No
INNSA1,2025-02-12,301049751,73239990,STEEL ROUND CONTAINER (6857) (QTY: 137280 PCS/USD 0.69 PERPCS)STEEL ROUND CONTAINER (6857) (QTY: 137280 PCS/USD 0.69 PER,,,,,,,,,17503.2,KGS,492.6786324786325,8623452.64,5.573287697722087,97550.36923076924,3159633.1,2025,2,KG,Unknown,,Steel,137280.0,0.69,11783085.74,673.19608642991,Other,General,0.36640000611170515,No
INNSA1,2025-02-12,301049751,73239990,STEEL LUNCH BOX 3LAYER (8505) (QTY: 33300 PCS/USD 3.07 PERPCS)STEEL LUNCH BOX 3LAYER (8505) (QTY: 33300 PCS/USD 3.07 PER,,,,,,,,,21645.0,KGS,429.9815412335413,9306950.46,4.864044584089833,105282.2450226244,3410066.7,2025,2,KG,Unknown,3L,Steel,33300.0,3.07,12717017.16,587.5267803187803,Other,General,0.3664000055287712,No
INNSA1,2025-02-12,301049751,73239990,STEEL RECTANGLE CONTAINER BIG (6578) (QTY: 12852 PCS/USD 1.53 PER PCS)STEEL RECTANGLE CONTAINER BIG (6578) (QTY: 12852 PCS/USD 1.,,,,,,,,,3802.05,KGS,470.8354124748491,1790139.78,5.326192448810509,20250.45,655907.3,2025,2,KG,Unknown,,Steel,12852.0,1.53,2446047.08,643.3495298588919,Other,General,0.36640004726334835,No
INNSA1,2025-02-12,301049751,73239990,HOUSEHOLD STEEL HOOK 3 PCS SET (3888) (QTY:206928 SET/USD:0.255 PER SET)HOUSEHOLD STEEL HOOK 3 PCS SET (3888) (QTY:206928 SET/USD:0.,,,,,,,,,7072.0,KGS,694.1584884049772,4909088.83,7.852471588291597,55532.67907239818,1798690.2,2025,2,KG,Unknown,,Steel,206928.0,,6707779.03,948.4981660067874,Other,General,0.36640001073274525,No
INNSA1,2025-02-12,301049751,73239990,STEEL LUNCH BOX (6527) (QTY: 25044 PCS/USD 1.73 PER PCS) STEEL LUNCH BOX (6527) (QTY: 25044 PCS/USD 1.73 PER PCS),,,,,,,,,8723.66,KGS,452.1431234137964,3944342.88,5.114741215088197,44619.26334841629,1445207.3,2025,2,KG,Unknown,,Steel,25044.0,1.73,5389550.18,617.8083717155414,Other,General,0.3664000174345898,No
INNSA1,2025-02-12,301049751,73239990,STEEL RECTANGLE CONTAINER LARGE (6862) (QTY: 43644 PCS/USD1.29 PER PCS)STEEL RECTANGLE CONTAINER LARGE (6862) (QTY: 43644 PCS/USD,,,,,,,,,10911.0,KGS,469.7584272752269,5125534.2,5.314009358317045,57981.15610859729,1877995.7,2025,2,KG,Unknown,,Steel,43644.0,1.29,7003529.9,641.8779121986986,Other,General,0.36639999397526213,No
INNSA1,2025-02-10,301049751,73231000,STEEL SCRUBBER 6PCS SET (OKS-4156) (QTY: 98400 SET/USD 0.238PER SET)STEEL SCRUBBER 6PCS SET (OKS-4156) (QTY: 98400 SET/USD 0.238,,,,,,,,,9151.0,KGS,240.2683673915419,2198695.83,2.717967956917895,24872.12477375566,966546.7,2025,2,KG,Unknown,,Steel,98400.0,0.238,3165242.5300000003,345.8903431318982,Other,General,0.4396000059726315,No
INNSA1,2025-02-06,301049751,73239990,HOUSEHOLD STEEL HOOK 3PCS SET (2628) (QTY: 164808 SET/USD 0.370 PER SET)HOUSEHOLD STEEL HOOK 3PCS SET (2628) (QTY: 164808 SET/USD 0.,,,,,,,,,5585.16,KGS,974.1315647179313,5440680.65,11.18405929641712,62464.76061997705,1993465.4,2025,2,KG,Unknown,,Steel,164808.0,0.37,7434146.050000001,1331.053371792393,Other,General,0.3664000018085972,No
INNSA1,2025-02-03,301049751,73239990,SB-12 STEEL TEA STRAINER BIG (QTY: 23130 PCS/ USD 0.9890 PERPCS)SB-12 STEEL TEA STRAINER BIG (QTY: 23130 PCS/ USD 0.9890 PER,,,,,,,,,5140.0,KGS,441.0095038910507,2266788.85,5.063254924122282,26025.13030998853,830551.5,2025,2,KG,Unknown,,Steel,23130.0,0.989,3097340.35,602.5953988326849,Other,General,0.36640002883373984,No
INNSA1,2025-02-03,301049751,73239990,STEEL HANGER WITH HOOK (SM1168) (QTY: 57792 NOS/USD 1.23 PERNOS)STEEL HANGER WITH HOOK (SM1168) (QTY: 57792 NOS/USD 1.23 PER,,,,,,,,,10836.0,KGS,587.2612929125139,6363563.37,6.742379941590286,73060.42904707234,2331609.7,2025,2,KG,Unknown,,Steel,57792.0,1.23,8695173.07,802.4338381321521,Other,General,0.36640001276517503,No
